1;Grodzisko/ 3 MAJA, Dπbrowskiego;14;"Umocnienia Grodziska wraz z elementami strukturalnymi (majdan fortu Grodzisko, Bastion Jerozolimski, Wysokie Czolo Kurkowe, Wysokie Skrzyd≥o Kurkowe,. Niskie Czolo Kurkowe, Luneta Senarmomt""a, Zbrojownia";474
483;BITWY POD LENINO;1/3/5;dom;
484;BITWY POD LENINO;2/4/6/8/10/12;dom;
485;BLISKA;3;kamienica;
486;BLISKA;3 A;kamienica;
487;BLISKA;4;kamienica;
488;BLISKA;5;kamienica;
489;BLISKA;6;kamienica;
490;BLISKA;7;kamienica;
491;BLISKA;8;kamienica;
492;BLISKA;9;kamienica;
493;BLISKA;9 A;kamienica;
494;BLISKA;11;kamienica;
495;BLISKA;11 A;kamienica;
496;B£O—SKA;2;dom;
497;B£O—SKA;4;dom;
498;B£O—SKA;6;dom;
499;B£O—SKA;8;dom;
500;B£O—SKA;10;dom;
501;B£O—SKA;11;dom;
502;B£O—SKA;13;dom;
503;B£O—SKA;14;dom;
504;B£O—SKA;16;dom;
505;B£O—SKA;23;dom;
506;B£O—SKA;24;dom;
507;B£O—SKA;26;dom;
508;B£O—SKA;30;dom;
509;B£O—SKA;32;dom;
510;B£O—SKA;35;dom;
511;B£O—SKA;37;dom;
512;BOBROWA;11;dom;
513;BOCZNA  ;03;dom;
514;BOCZNA  ;03;dom;
515;BOCZNA  ;06;dom;
516;BOCZNA  ;06;dom;
517;BOCZNA  ;06;dom;
518;BOCZNA  ;10;dom;
519;BOCZNA  ;10;dom;
520;BOCZNA  ;11;dom;
521;BOCZNA  ;11;dom;
522;BOGUCKIEGO Mieczys≥awa;009;dom;
523;BOGUCKIEGO Mieczys≥awa;016;dom;
524;BOGUCKIEGO Mieczys≥awa;017;dom;
525;BOGUCKIEGO Mieczys≥awa;017;dom;
526;BOGUCKIEGO Mieczys≥awa;025;dom;
527;BOGUCKIEGO Mieczys≥awa;027;dom;
528;BOGUCKIEGO Mieczys≥awa;028 A;dom;
529;BOGUCKIEGO Mieczys≥awa;062;dom;
530;BOGUCKIEGO Mieczys≥awa;062;dom;
531;BOGUCKIEGO Mieczys≥awa;062;dom;
532;BOGUCKIEGO Mieczys≥awa;063;dom;
533;BOGUCKIEGO Mieczys≥awa;069;dom;
534;BOGUCKIEGO Mieczys≥awa;075;dom;
535;BOGUCKIEGO Mieczys≥awa;079;dom;
536;BOGUCKIEGO Mieczys≥awa;104;dom;
537;BOGUCKIEGO Mieczys≥awa;123;dom;
538;BOGUCKIEGO Mieczys≥awa;018;dom;
539;BOGUCKIEGO Mieczys≥awa;022;dom;
540;BOGUCKIEGO Mieczys≥awa;024;dom;
541;BOGUCKIEGO Mieczys≥awa;025;dom;
542;BOGUCKIEGO Mieczys≥awa;026;dom;
543;BOGUCKIEGO Mieczys≥awa;027;dom;
544;BOGUCKIEGO Mieczys≥awa;028 ;dom;
545;BOGUCKIEGO Mieczys≥awa;028 A;dom;
546;BOGUCKIEGO Mieczys≥awa;031;dom;
547;BOGUCKIEGO Mieczys≥awa;039;dom;
548;BOGUCKIEGO Mieczys≥awa;041;dom;
549;BOGUCKIEGO Mieczys≥awa;044;dom;
550;BOGUCKIEGO Mieczys≥awa;045;dom;
551;BOGUCKIEGO Mieczys≥awa;045;bud. gospodarczy;
552;BOGUCKIEGO Mieczys≥awa;051;dom;
553;BOGUCKIEGO Mieczys≥awa;062;dom;
554;BOGUCKIEGO Mieczys≥awa;062 k.;bud. gospodarczy;
555;BOGUCKIEGO Mieczys≥awa;065;dom ;
556;BOGUCKIEGO Mieczys≥awa;067;dom i bud. gospodarczy;
557;BOGUCKIEGO Mieczys≥awa;081;dom i bud. gospodarczy;
558;BOGUCKIEGO Mieczys≥awa;085;dom;
559;BOGUCKIEGO Mieczys≥awa;085;bud. gospodarczy;
560;BOGUCKIEGO Mieczys≥awa;097;dom;
561;BOGUCKIEGO Mieczys≥awa;103;dom;
562;BOGUCKIEGO Mieczys≥awa;117;dom;
563;BOGUCKIEGO Mieczys≥awa;121;budynek w g≥ebi;
564;BOGUCKIEGO Mieczys≥awa;133;dom;
565;BOGUCKIEGO Mieczys≥awa;133;bud. gospodarczy 1;
566;BOGUCKIEGO Mieczys≥awa;133;bud. gospodarczy 2;
567;BOGUS£AWSKIEGO Wojciecha;2; Bank Ziemski Prowincji Prus Zachodnich;1253
568;BOGUS£AWSKIEGO Wojciecha;4 A;dom;
569;BOHATER”W GETTA WARSZAWSKIEGO;4;dom;
570;BOHATER”W GETTA WARSZAWSKIEGO;8;dom;
571;BOHATER”W GETTA WARSZAWSKIEGO;9;dom;
572;BOHATER”W GETTA WARSZAWSKIEGO;11;dom;
573;BOHATER”W GETTA WARSZAWSKIEGO;12;dom, us≥ugi: sklep;
574;BOHATER”W GETTA WARSZAWSKIEGO;13;dom;
575;BOHATER”W GETTA WARSZAWSKIEGO;14;dom, us≥ugi;
576;BOHATER”W GETTA WARSZAWSKIEGO;15;dom;
577;BOHATER”W GETTA WARSZAWSKIEGO;16;dom, ogrodzenie;
578;BORA-KOMOROWSKIEGO TADEUSZA gen.;13;dom;
579;BORA-KOMOROWSKIEGO TADEUSZA gen.;3;dom;
580;BORA-KOMOROWSKIEGO TADEUSZA gen.;6;dom;
581;BORA-KOMOROWSKIEGO TADEUSZA gen.;11;dom;
582;BORA-KOMOROWSKIEGO TADEUSZA gen.;14;dom;
583;BORA-KOMOROWSKIEGO TADEUSZA gen.;18;dom;
584;BORA-KOMOROWSKIEGO TADEUSZA gen.;21;dom;
585;BORA-KOMOROWSKIEGO TADEUSZA gen.;87;dom;
586;BORA-KOMOROWSKIEGO TADEUSZA gen.;88;dom;
587;BORA-KOMOROWSKIEGO TADEUSZA gen.;91;dom;
588;BORA-KOMOROWSKIEGO TADEUSZA gen.;92;dom;
589;BORA-KOMOROWSKIEGO TADEUSZA gen.;93;dom;
590;BORA-KOMOROWSKIEGO TADEUSZA gen.;94;dom;
591;BORA-KOMOROWSKIEGO TADEUSZA gen.;95;dom;
592;BORA-KOMOROWSKIEGO TADEUSZA gen.;96;dom;
593;BORA-KOMOROWSKIEGO TADEUSZA gen.;97;dom;
594;BORA-KOMOROWSKIEGO TADEUSZA gen.;98;dom;
595;BOTANICZNA ;006;dom;
596;BOTANICZNA ;006;dom;
597;BRACKA;1;kolonia domÛw robotniczych Fundacji dr Abegga;961
598;BRACKA;5/9;kolonia domÛw robotniczych Fundacji dr Abegga;961
599;BRACKA;10/11;kolonia domÛw robotniczych Fundacji dr Abegga;961
600;BRACKA;12/13;kolonia domÛw robotniczych Fundacji dr Abegga;961
601;BRACKA;14/15;kolonia domÛw robotniczych Fundacji dr Abegga;961
602;BRACKA;16/17;kolonia domÛw robotniczych Fundacji dr Abegga;961
603;BRACKA;18;kolonia domÛw robotniczych Fundacji dr Abegga;961
604;BRATKI ;005;dom;
605;BRATKI ;005;dom;
606;BRUKOWA ;2/4;dom;
607;BRUKOWA ;9/11;dom;
608;BRUKOWA ;10/12;dom;
609;BRYGIDKI;;zespÛ≥ klasztoru Brygidek (koúciÛ≥ úw. Brygidy, mur);440
610;BRYGIDKI;14;kamienica;976
611;BRZECHWY Jana;2;kamienica;
612;BRZECHWY Jana;3;kamienica;
613;BRZECHWY Jana;4;kamienica;
614;BRZECHWY Jana;5;kamienica;
615;BRZECHWY Jana;6;kamienica;
616;BRZECHWY Jana;7;kamienica;
617;BRZECHWY Jana;8;kamienica;
618;BRZECHWY Jana;10;kamienica;
619;BRZEGI;;cmentarz;
620;BRZEGI;15;dom;
621;BRZEGI;15;dom;
622;BRZEGI;30;dom;
623;BRZEGI;35/36;dom;
624;BRZEGI;37/38;dom;
625;BRZEGI;39;dom;
626;BRZEGI;41;dom;
627;BRZEGI;42;dom;
628;BRZEGI;43;dom;
629;BRZEGI;47;dom;
630;BRZEGI;48;kosciÛ≥ p.w. úw. Ignacego;544
631;BRZEGI;48;drewniana dzwonnica;544
632;BRZEGI;49;plebania;544
633;BRZEGI;50 A/51;2 budynki szkolne wraz z sanitariatami;1689
634;BRZEGI;53;dom;
635;BRZEGI;55;dom;
636;BRZEGI;45;dom;
637;BRZEGI;49;dom;
638;BRZEèNIE—SKA;3;dom;
639;BRZEèNIE—SKA;5;dom;
640;BRZEèNIE—SKA;9;dom;
641;BRZEèNIE—SKA;9 C;dom;
642;BRZOZOWA;1;kamienica;
643;BRZOZOWA;2;kamienica;
644;BRZOZOWA;3 A;kamienica;
645;BRZOZOWA;3 B;kamienica;
646;BRZOZOWA;11;kamienica;
647;BRZOZOWA;12;kamienica;
648;BRZOZOWA;13;kamienica;
649;BRZOZOWA;13 A;kamienica;
650;BRZOZOWA;14;kamienica;
651;BRZOZOWA;14 A;kamienica;
652;BRZOZOWA;15;kamienica;
653;BUCZKA Mariana;1;dom;
654;BUCZKA Mariana;2;dom;
655;BUCZKA Mariana;3;dom;
656;BUCZKA Mariana;4;dom;
657;BUCZKA Mariana;5;dom;
658;BUCZKA Mariana;6;dom;
659;BUCZKA Mariana;7;dom;
660;BUCZKA Mariana;8;b. gospodarczy;
661;BUCZKA Mariana;9;dom;
662;BUCZKA Mariana;10;dom;
663;BUCZKA Mariana;10 A;dom;
664;BUCZKA Mariana;12;dom;
665;BUCZKA Mariana;14;kamienica;
666;BUCZKA Mariana;15;kamienica;
667;BUCZKA Mariana;16;kamienica;
668;BUDZYSZA Wosia;2;dom;
669;BUDZYSZA Wosia;4;dom;
670;BUDZYSZA Wosia;6;dom;
671;BUDZYSZA Wosia;15;dom;
672;BYTOWSKA;1 a; Kuünia Oliwska muzeum - dawna kuünia;61
673;BYTOWSKA;1; dwÛr;716
674;BYTOWSKA;1; oficyna ;
675;BYTOWSKA;1 A;dom ceglany kowala ;
676;BYTOWSKA;2;dom mieszkalny ;116
677;BYTOWSKA;2 k.;budynek gospodarczy;
678;BYTOWSKA;3;budynek mieszkalny;
679;BYTOWSKA;3 A;budynek mieszkalnyi;
680;BYTOWSKA;3 B;budynek mieszkalny;
681;BYTOWSKA;4; dwÛr, ob. restauracja ;78
682;BYTOWSKA;5;d. restauracja;
683;BYTOWSKA;6;leúniczÛwka;
684;BYTOWSKA;6;bud.gospodarczy;
685;CEGLANA;1;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
686;CEGLANA;2;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
687;CEGLANA;3;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
688;CEGLANA;4;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
689;CEGLANA;5;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
690;CEGLANA;6;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
691;CEGLANA;7;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
692;CEGLANA;8;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
693;CEGLANA;9;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
694;CEGLANA;10;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
695;CEGLANA;11;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
696;CEGLANA;12;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
697;CEGLANA;13;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
698;CEGLANA;14;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
699;CEGLANA;15;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
700;CEYNOWY Floriana;2;dom;
701;CEYNOWY Floriana;4;dom;
702;CEYNOWY Floriana;5;dom;
703;CEYNOWY Floriana;6;willa;1780
704;CHLEBNICKA;1;kamienica;758
705;CHLEBNICKA;2;Szko≥a Mariacka;
706;CHLEBNICKA;3 (3/8);kamienica;
707;CHLEBNICKA;4 (3/8);kamienica;
708;CHLEBNICKA;5 (3/8);kamienica;
709;CHLEBNICKA;6 (3/8);kamienica;
710;CHLEBNICKA;7 (3/8);kamienica;
711;CHLEBNICKA;8 (3/8);kamienica;
712;CHLEBNICKA;9 (9/10);kamienica;
713;CHLEBNICKA;10 (9/10);kamienica;
714;CHLEBNICKA;11 (11/12);kamienica;759
715;CHLEBNICKA;12 (11/12);kamienica;
716;CHLEBNICKA;13 (13/16);kamienica;
717;CHLEBNICKA;14 (13/16);kamienica;
718;CHLEBNICKA;15 (13/16);kamienica;
719;CHLEBNICKA;16 (13/16);kamienica Dom Angielski;140
720;CHLEBNICKA;17 (17/18);kamienica;
721;CHLEBNICKA;18 (17/18);kamienica;
722;CHLEBNICKA;19 (19/20);kamienica;
723;CHLEBNICKA;20 (19/20);kamienica;
724;CHLEBNICKA;21;brama Chlebnicka;192
725;CHLEBNICKA;23;kamienica;
726;CHLEBNICKA;24 (24/25);kamienica;760
727;CHLEBNICKA;25 (24/25);kamienica;761
728;CHLEBNICKA;26;kamienica;
729;CHLEBNICKA;27 (27/28);kamienica;
730;CHLEBNICKA;28 (2728);kamienica;762
731;CHLEBNICKA;29;kamienica;763
732;CHLEBNICKA;30 (30/32);kamienica;
733;CHLEBNICKA;31 (30/32);kamienica;
734;CHLEBNICKA;32 (30/32);kamienica;
735;CHLEBNICKA;33 (33/35);kamienica;
736;CHLEBNICKA;34 (33/35);kamienica;
737;CHLEBNICKA;35 (33/35);kamienica;
738;CHLEBNICKA;36;kamienica;764
739;CHLEBNICKA;37 (37/38);kamienica;
740;CHLEBNICKA;38 (37/38);kamienica;
741;CHLEBNICKA;39 (39/40);kamienica;
742;CHLEBNICKA;40 (39/40);kamienica;
743;CHLEBNICKA;41 (41/42);kamienica;
744;CHLEBNICKA;42 (41/42);kamienica;
745;CHLEBNICKA;43 (43/44);kamienica;
746;CHLEBNICKA;44 (43/44);kamienica;
747;CHLEBNICKA;45 (45/46);kamienica;
748;CHLEBNICKA;46 (45/46);kamienica;
749;CHLEBNICKA;47;kamienica;
750;CHLEBNICKA;49 (48/51);kamienica;
751;CHLEBNICKA;50 (48/51);kamienica;
752;CHLEBNICKA;51 (48/51);kamienica;
753;CHLEBNICKA;;brama cmentarna Bazyliki Mariackiej;124
754;CH£ODNA;3;kamienica;
755;CH£ODNA;3 A;kamienica;
756;CH£ODNA;4;kamienica;
757;CH£ODNA;5;kamienica;
758;CH£ODNA;6;kamienica;
759;CH£ODNA;7 A;kamienica;
760;CH£ODNA;7 B;kamienica;
761;CH£ODNA;7 C;kamienica;
762;CH£ODNA;9;kamienica;
763;CH£ODNA;10;kamienica;
764;CH£ODNA;10;drugi budynek;
765;CH£ODNA;13;kamienica;
766;CH£ODNA;14;kamienica;
767;CH£ODNA;15;kamienica;
768;CHMIELNA;002;"pierwszy spichlerz ""Daleka Droga""  - fragmenty murÛw";136
769;CHMIELNA;003;"drugi spichlerz ""Daleka Droga"" - fragmenty murÛw";136
770;CHMIELNA;007;"spichlerz ""Woli ≥eb""";
771;CHMIELNA;009;"spichlerz ""Deo""";
772;CHMIELNA;037/38;"spichlerz ÑMa≥y Groddeckî (""DÍbowy Roøek"") [nr 37]";579
773;CHMIELNA;037/38 ;"spichlerz ""Wielki Groddeck"" (""åpiewak"") [nr 38]";579
774;CHMIELNA;053;"d. spichlerz ""Wis≥oujúcie"" (""B≥Íkitny Lew"")";425
775;CHMIELNA;056 (d.58);"d. spichlerz ""Trupia Czaszka""";539
776;CHMIELNA;059-62;"spichlerz ""Pod Koronπ""";542
777;CHMIELNA;059-62;"spichlerz ""Elblπg""";542
778;CHMIELNA;059-62;"spichlerz ""ToruÒ""";542
779;CHMIELNA;059-62;"spichlerz ""GdaÒsk""";542
780;CHMIELNA;067/68;"spichlerz ""Bia≥y KoÒ""";580
781;CHMIELNA;067/68;"spichlerz ""Czerwony Lew""";580
782;CHMIELNA;111;"d. spichlerz ""Steffen"" (""Cieúlarnia"")";578
783;CHMIELNA;114;"d. spichlerz: ""WÍgier""";
784;CHMIELNA;116;"d. spichlerz: ""KsiπøÍ""";
785;CHOCISZEWSKIEGO JÛzefa;2;"dom; ";
786;CHOCISZEWSKIEGO JÛzefa;4;dom;
787;CHOCISZEWSKIEGO JÛzefa;10;dom;
788;CHOCISZEWSKIEGO JÛzefa;12;dom;
789;CHODACKIEGO Mariana;26;magazyn;
790;CHODOWIECKIEGO Daniela;01;dom;
791;CHODOWIECKIEGO Daniela;04;dom;
792;CHODOWIECKIEGO Daniela;06;dom;
793;CHODOWIECKIEGO Daniela;07;dom;
794;CHODOWIECKIEGO Daniela;08;dom;
795;CHODOWIECKIEGO Daniela;09;dom;
796;CHODOWIECKIEGO Daniela;10;dom;
797;CHODOWIECKIEGO Daniela;11;dom;
798;CHODOWIECKIEGO Daniela;12;dom;
799;CHODOWIECKIEGO Daniela;13;dom;
800;CHOPINA Fryderyka;1;dom;
801;CHOPINA Fryderyka;2;dom;
802;CHOPINA Fryderyka;3;dom;
803;CHOPINA Fryderyka;4;dom;
804;CHOPINA Fryderyka;5;dom;
805;CHOPINA Fryderyka;6;dom;
806;CHOPINA Fryderyka;7;dom;
807;CHOPINA Fryderyka;8;dom;
808;CHOPINA Fryderyka;9;dom;
809;CHOPINA Fryderyka;10;dom;
810;CHOPINA Fryderyka;11;dom;
811;CHOPINA Fryderyka;12;dom;
812;CHOPINA Fryderyka;13;dom;
813;CHOPINA Fryderyka;14;dom;
814;CHOPINA Fryderyka;15;dom;
815;CHOPINA Fryderyka;16;dom;
816;CHOPINA Fryderyka;17;dom;
817;CHOPINA Fryderyka;18;dom;
818;CHOPINA Fryderyka;19;dom;
819;CHOPINA Fryderyka;20;dom;
820;CHOPINA Fryderyka;21;dom;
821;CHOPINA Fryderyka;22;dom;
822;CHOPINA Fryderyka;23;dom;
823;CHOPINA Fryderyka;24;dom;
824;CHOPINA Fryderyka;25;dom;
825;CHOPINA Fryderyka;26;dom;
826;CHOPINA Fryderyka;27;dom;
827;CHOPINA Fryderyka;28;dom;
828;CHOPINA Fryderyka;29;dom;
829;CHOPINA Fryderyka;30;dom;
830;CHOPINA Fryderyka;31;dom;
831;CHOPINA Fryderyka;32;dom;
832;CHOPINA Fryderyka;33;dom;
833;CHOPINA Fryderyka;34;dom;
834;CHOPINA Fryderyka;35;dom;
835;CHOPINA Fryderyka;36;dom;
836;CHOPINA Fryderyka;38 A;dom;
837;CHOPINA Fryderyka;38;dom;
838;CHOPINA Fryderyka;40;dom;
839;CHOPINA Fryderyka;41;dom;
840;CHOPINA Fryderyka;42;dom;
841;CHOPINA Fryderyka;42;drugi budynek;
842;CHOPINA Fryderyka;43;dom;
843;CHOPINA Fryderyka;44;dom;
844;CHOPINA Fryderyka;45;dom;
845;CHOPINA Fryderyka;47;dom;
846;CHROBREGO Boles≥awa;13-25;kamienica;
847;CHROBREGO Boles≥awa;27-49;kamienica;
848;CHROBREGO Boles≥awa;1;kamienica;
849;CHROBREGO Boles≥awa;1A;kamienica;
850;CHROBREGO Boles≥awa;2/4/6;kamienica;
851;CHROBREGO Boles≥awa;5;kamienica;
852;CHROBREGO Boles≥awa;7;kamienica;
853;CHROBREGO Boles≥awa;8;kamienica;
854;CHROBREGO Boles≥awa;9;kamienica;
855;CHROBREGO Boles≥awa;9A;kamienica;
856;CHROBREGO Boles≥awa;11;kamienica;
857;CHROBREGO Boles≥awa;11;kamienica;
858;CHROBREGO Boles≥awa;16;kamienica;
859;CHROBREGO Boles≥awa;22;kamienica;
860;CHROBREGO Boles≥awa;24;kamienica;
861;CHROBREGO Boles≥awa;26;bez 10 A;
862;CHROBREGO Boles≥awa;28;kamienica;
863;CHROBREGO Boles≥awa;30;kamienica;
864;CHROBREGO Boles≥awa;32;kamienica;
865;CHROBREGO Boles≥awa;34;kamienica;
866;CHROBREGO Boles≥awa;36;kamienica;
867;CHROBREGO Boles≥awa;38;kamienica;
868;CHROBREGO Boles≥awa;38-50;kamienica;
869;CHROBREGO Boles≥awa;40;kamienica;
870;CHROBREGO Boles≥awa;42;kamienica;
871;CHROBREGO Boles≥awa;44;kamienica;
872;CHROBREGO Boles≥awa;46;kamienica;
873;CHROBREGO Boles≥awa;48;kamienica;
874;CHROBREGO Boles≥awa;50;kamienica;
875;CHROBREGO Boles≥awa;51-55;dom;
876;CHROBREGO Boles≥awa;52;dom;
877;CHROBREGO Boles≥awa;54;dom;
878;CHROBREGO Boles≥awa;56;kamienica;
879;CHROBREGO Boles≥awa;57/59/61/63;kamienica;
880;CHROBREGO Boles≥awa;58;kamienica;
881;CHROBREGO Boles≥awa;58 A;kamienica;
882;CHROBREGO Boles≥awa;60/62/64/66/70;kamienica;
883;CHROBREGO Boles≥awa;80;"cmentarz Pomnik BohaterÛw ""Zaspa""";1134
884;CHROBREGO Boles≥awa;74;kamienica;
885;CHROBREGO Boles≥awa;90;kamienica;
886;CHROBREGO Boles≥awa;94;kamienica;
887;CHROBREGO Boles≥awa;96;kamienica;
888;CHRZANOWSKIEGO Bernarda;15;dom;
889;CHRZANOWSKIEGO Bernarda;17;dom;
890;CHRZANOWSKIEGO Bernarda;19;dom;
891;CHRZANOWSKIEGO Bernarda;21;dom;
892;CHRZANOWSKIEGO Bernarda;23;dom;
893;CHRZANOWSKIEGO Bernarda;25;dom;
894;CHRZANOWSKIEGO Bernarda;29;dom;
895;CHRZANOWSKIEGO Bernarda;31;dom;
896;CHRZANOWSKIEGO Bernarda;33;dom;
897;CHRZANOWSKIEGO Bernarda;35;dom;
898;CHRZANOWSKIEGO Bernarda;37;dom;
899;CHRZANOWSKIEGO Bernarda;39;dom;
900;CHRZANOWSKIEGO Bernarda;41;dom;
901;CHRZANOWSKIEGO Bernarda;45;dom;
902;CHRZANOWSKIEGO Bernarda;47;dom;
903;CHRZANOWSKIEGO Bernarda;49;dom;
904;CHRZANOWSKIEGO Bernarda;51;dom;
905;CHRZANOWSKIEGO Bernarda;53;dom;
906;CHRZANOWSKIEGO Bernarda;55;dom;
907;CICHA;2;dom;
908;CICHA;3;dom;
909;CICHA;4;dom;
910;CICHA;8;dom;
911;CIENISTA;10A;oficyna;
912;CIENISTA;12A;dom;
913;CMENTARNA;;CMENTARZ ØYDOWSKI;1067
914;CMENTARNA;6;dom;
915;CMENTARNA;9;dom;
916;CYSTERS”W;1;dom;
917;CYSTERS”W;2;dom;
918;CYSTERS”W;3;dom;
919;CYSTERS”W;4;dom;
920;CYSTERS”W;6;dom;
921;CYSTERS”W;7;dom/przedszkole;
922;CYSTERS”W;10;dom;
923;CYSTERS”W;12;dom;
924;CYSTERS”W;13;szko≥a;
925;CYSTERS”W;18;zespÛ≥ pocysterski: Stary i Nowy Palac Opacki;64
926;CYSTERS”W;19;zespÛ≥ pocysterski: Spichlerz Opacki;64
927;CYSTERS”W;21;dom;
928;CYSTERS”W;;koúciÛ≥ úw. Jakuba;490
929;CZAJKI;1;dom;
930;CZAJKI;1 A;dom;
931;CZAJKI;3;dom;
932;CZAJKI;4;dom;
933;CZAJKI;6;cha≥upa rybacka;
934;CZARNA;2;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
935;CZARNA;3;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
936;CZARNA;4;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
937;CZARNA;5;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
938;CZARNA;6;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
939;CZARNA;7;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
940;CZARNA;8;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
941;CZARNA;9;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
942;CZARNA;10;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
943;CZARNA;11;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
944;CZARNA;11 A;osiedle domkÛw robotniczych Fundacji dr Abegga ;985
945;CZERWONY DW”R;4;dom;
946;CZERWONY DW”R;6;dom;
947;CZERWONY DW”R;7;dom;
948;CZERWONY DW”R;9;dom;
949;CZERWONY DW”R;10;dom;
950;CZERWONY DW”R;11;dom;
951;CZOPOWA;5;d. s≥odownia;541
952;CZYØEWSKIEGO JÛzefa;05;dom;
953;CZYØEWSKIEGO JÛzefa;06;dom;
954;CZYØEWSKIEGO JÛzefa;07;dom;
955;CZYØEWSKIEGO JÛzefa;08;dom;
956;CZYØEWSKIEGO JÛzefa;11;dom;
957;CZYØEWSKIEGO JÛzefa;12 B;dom;
958;CZYØEWSKIEGO JÛzefa;14 A;dom;
959;CZYØEWSKIEGO JÛzefa;14 B;dom;
960;CZYØEWSKIEGO JÛzefa;15 B;dom;
961;CZYØEWSKIEGO JÛzefa;18;dom;
962;CZYØEWSKIEGO JÛzefa;21;dom;
963;CZYØEWSKIEGO JÛzefa;22;dom;
964;CZYØEWSKIEGO JÛzefa;23;dom;
965;CZYØEWSKIEGO JÛzefa;26;dom;
966;CZYØEWSKIEGO JÛzefa;27;dom;
967;CZYØEWSKIEGO JÛzefa;28;dom;
968;CZYØEWSKIEGO JÛzefa;28 A;dom;
969;CZYØEWSKIEGO JÛzefa;29;zespÛ≥ dworsko-parkowy (dwÛr, wozownia, oficyna, budynek gosp., piwniczka, park);997
970;CZYØEWSKIEGO JÛzefa;33 A/B/C;Dom Studencki AWFiS;
971;CZYØEWSKIEGO JÛzefa;35 A/B;dom;
972;CZYØEWSKIEGO JÛzefa;36 A/B;dom;
973;CZYØEWSKIEGO JÛzefa;37 A/B;dom;
974;CZYØEWSKIEGO JÛzefa;38 A/B;dom;
975;CZYØEWSKIEGO JÛzefa;39 A/B/C;dom;
976;CZYØEWSKIEGO JÛzefa;;kapliczka przydroøna [naprzeciwko nr 18];
977;DALEKA;1;dom;
978;DALEKA;3;dom;
979;DALEKA;7;dom;
980;DANUSI;1;kamienica;
981;DANUSI;2 A;kamienica;
982;DANUSI;4 B;kamienica;
983;DANUSI;4 C;kamienica;
984;DANUSI;5;kamienica;
985;DANUSI;6;kamienica;
986;DANUSI;7;kamienica;
987;D•BROWSKIEGO Henryka gen.;;pomnik øo≥nierzy rosyjskich z XIX w;
988;D•BROWSKIEGO Henryka gen.;2;cmentarz garnizonowy, dom dozorcy, kaplica cmentarna;1063
989;DE GAULLE'A gen.;2;kamienica;
990;DE GAULLE'A gen.;3;kamienica;
991;DE GAULLE'A gen.;3A;kamienica;
992;DE GAULLE'A gen.;4;kamienica;
993;DE GAULLE'A gen.;4A;kamienica;
994;DE GAULLE'A gen.;5;kamienica;
995;DE GAULLE'A gen.;5A;kamienica;
996;DE GAULLE'A gen.;6A;kamienica;
997;DE GAULLE'A gen.;9;kamienica;
998;DE GAULLE'A gen.;10;kamienica;
999;DE GAULLE'A gen.;11;kamienica;
1000;DE GAULLE'A gen.;12;kamienica;
1001;DE GAULLE'A gen.;13;kamienica;
1002;DE GAULLE'A gen.;14;kamienica;
1003;DE GAULLE'A gen.;16;budynek mieszkalny;
1004;DE PLELO Roberta;6;dom;
1005;DEKERTA Jana;1;kamienica;
1006;DEKERTA Jana;2;dom;
1007;DEKERTA Jana;3;dom;
1008;DEKERTA Jana;4/4A;dom;
1009;DEKERTA Jana;5;dom;
1010;DEKERTA Jana;7;dom;
1011;DEOTYMY;1-13;kamienica;
1012;DEOTYMY;2-14;kamienica;
1013;DERDOWSKIEGO Jarosza Henryka;4;dom;
1014;DERDOWSKIEGO Jarosza Henryka;8;dom;
1015;DERDOWSKIEGO Jarosza Henryka;8 A;dom;
1016;DERDOWSKIEGO Jarosza Henryka;9;dom;
1017;DERDOWSKIEGO Jarosza Henryka;9 A;dom;
1018;DERDOWSKIEGO Jarosza Henryka;10;dom;
1019;DERDOWSKIEGO Jarosza Henryka;10 A;dom;
1020;DERDOWSKIEGO Jarosza Henryka;10 B;dom;
1021;DERDOWSKIEGO Jarosza Henryka;12;dom;
1022;DERDOWSKIEGO Jarosza Henryka;14;dom;
